GeneID,RMSLE,Spearman,NRMSE_range,MASE
ENSDARG00000039937,0.24052873253822327,0.9628482972136224,0.12407119,0.28169304
ENSDARG00000116546,0.14108456671237946,0.9395974406501632,0.13137181,0.33401722
ENSDARG00000086998,0.23152665793895721,0.9731682146542827,0.12982613,0.38862425
ENSDARG00000070094,0.3374970853328705,0.8307533539731682,0.20503724,0.45441377
ENSDARG00000112734,0.29231205582618713,0.8059855521155831,0.17308107,0.55384845
ENSDARG00000041554,0.2843078672885895,0.9153893896119967,0.17167322,0.45552486
ENSDARG00000037244,0.36002784967422485,0.915376676986584,0.16982016,0.39459437
ENSDARG00000109878,0.6373855471611023,0.5356037151702786,0.23251086,0.71838015
ENSDARG00000011247,0.1686795949935913,0.7151702786377709,0.1559048,0.47548532
ENSDARG00000063713,0.10414998233318329,0.8575851393188855,0.041651588,0.12710461
ENSDARG00000063233,0.2671031653881073,0.9504643962848297,0.16410549,0.42999026
ENSDARG00000109696,0.3346424996852875,0.4592363261093911,0.19565853,0.74548054
ENSDARG00000077677,0.3228710889816284,0.6202270381836945,0.17628428,0.45613503
ENSDARG00000103020,0.15851470828056335,0.9479138929510241,0.16299681,0.3725405
ENSDARG00000101295,0.19851329922676086,0.9525283797729618,0.108007394,0.27325112
ENSDARG00000071457,0.35101577639579773,0.5975232198142414,0.33542335,0.85039324
ENSDARG00000070426,0.35064923763275146,0.9133126934984519,0.21643864,0.4247359
